"code","stage1","stage2","stage3","x","y","lonD","lonM","lonS","latD","latM","latS"
"2632054100","부산광역시","북구","화명제1동","97","77","129","0","44.88","35","13","18.1"
"2632054200","부산광역시","북구","화명제2동","97","77","129","1","19.28","35","14","25.89"
"2632054300","부산광역시","북구","화명제3동","97","77","129","0","44.4","35","13","43.58"
"2632055000","부산광역시","북구","덕천제1동","97","76","129","1","8.47","35","12","33.8"
"2632056000","부산광역시","북구","덕천제2동","97","76","129","0","36.88","35","12","33.36"
"2632056100","부산광역시","북구","덕천제3동","97","76","129","1","10.91","35","12","24.55"
"2632057100","부산광역시","북구","만덕제1동","97","76","129","2","18.67","35","12","37.32"
"2632057200","부산광역시","북구","만덕제2동","97","76","129","2","22.08","35","12","25.63"
"2632057300","부산광역시","북구","만덕제3동","97","76","129","1","53.03","35","12","29.91"
"2635000000","부산광역시","해운대구","","99","75","129","9","56.91","35","9","36.07"
"2635051000","부산광역시","해운대구","우제1동","99","75","129","9","37.03","35","9","35.32"
"2635052000","부산광역시","해운대구","우제2동","99","76","129","8","31.96","35","10","5.36"
"2635052500","부산광역시","해운대구","우제3동","99","75","129","8","32.65","35","9","33.45"
"2635053000","부산광역시","해운대구","중제1동","99","75","129","9","59.32","35","9","34.05"
"2635054000","부산광역시","해운대구","중제2동","100","75","129","10","55.59","35","9","31.67"
"2635055100","부산광역시","해운대구","좌제1동","100","76","129","10","35.59","35","10","4.16"
"2635055200","부산광역시","해운대구","좌제2동","100","76","129","11","5.71","35","9","57.82"
"2635055300","부산광역시","해운대구","좌제3동","100","76","129","10","8.35","35","10","9.35"
"2635055400","부산광역시","해운대구","좌제4동","100","76","129","10","42.52","35","10","29.52"
"2635056000","부산광역시","해운대구","송정동","100","76","129","12","21.23","35","10","50.02"
"2635057000","부산광역시","해운대구","반여제1동","99","76","129","7","16.28","35","11","53.0"
"2635058000","부산광역시","해운대구","반여제2동","99","76","129","7","56.47","35","11","34.19"
"2635059000","부산광역시","해운대구","반여제3동","99","76","129","8","8.52","35","11","52.82"
"2635059500","부산광역시","해운대구","반여제4동","99","76","129","7","9.64","35","12","21.97"
"2635061000","부산광역시","해운대구","반송제1동","99","77","129","9","0.03","35","13","19.39"
"2635062000","부산광역시","해운대구","반송제2동","99","77","129","9","45.71","35","13","32.75"
"2635065000","부산광역시","해운대구","재송제1동","99","76","129","7","32.32","35","10","51.11"
"2635066000","부산광역시","해운대구","재송제2동","99","76","129","7","39.79","35","11","11.58"
"2638000000","부산광역시","사하구","","96","74","128","58","37.35","35","6","5.14"
"2638051000","부산광역시","사하구","괴정제1동","96","74","128","59","29.84","35","5","47.41"
"2638052000","부산광역시","사하구","괴정제2동","97","74","129","0","22.59","35","6","1.55"
"2638053000","부산광역시","사하구","괴정제3동","97","74","129","0","1.52","35","5","49.96"
"2638054000","부산광역시","사하구","괴정제4동","96","74","128","59","7.44","35","5","45.66"
"2638055000","부산광역시","사하구","당리동","96","74","128","58","44.15","35","5","59.44"
"2638056100","부산광역시","사하구","하단제1동","96","74","128","57","59.52","35","6","3.0"
"2638056200","부산광역시","사하구","하단제2동","96","74","128","57","45.67","35","6","41.16"
"2638057100","부산광역시","사하구","신평제1동","96","74","128","58","35.67","35","5","12.89"
"2638057200","부산광역시","사하구","신평제2동","96","74","128","57","41.88","35","5","29.52"
"2638058000","부산광역시","사하구","장림제1동","96","73","128","58","8.91","35","4","47.35"
"2638059000","부산광역시","사하구","장림제2동","96","73","128","58","29.44","35","4","29.02"
"2638060100","부산광역시","사하구","다대제1동","96","73","128","58","24.88","35","3","21.97"
"2638060200","부산광역시","사하구","다대제2동","96","73","128","59","3.96","35","3","37.16"
"2638061000","부산광역시","사하구","구평동","96","73","128","59","24.15","35","4","43.75"
"2638062000","부산광역시","사하구","감천제1동","97","74","129","0","24.88","35","5","5.66"
"2638063000","부산광역시","사하구","감천제2동","97","74","129","0","41.76","35","5","29.49"
"2641000000","부산광역시","금정구","","98","77","129","5","39.55","35","14","24.28"
"2641051000","부산광역시","금정구","서제1동","98","77","129","6","5.03","35","12","54.94"
"2641052000","부산광역시","금정구","서제2동","98","76","129","6","24.96","35","12","35.21"
"2641053000","부산광역시","금정구","서제3동","98","76","129","6","35.03","35","12","44.55"
"2641055500","부산광역시","금정구","금사회동동","98","77","129","6","48.15","35","13","2.05"
"2641057000","부산광역시","금정구","부곡제1동","98","77","129","5","39.84","35","13","16.86"
"2641058000","부산광역시","금정구","부곡제2동","98","77","129","5","42.0","35","13","36.22"
"2641059000","부산광역시","금정구","부곡제3동","98","77","129","5","46.08","35","14","14.66"
"2641059100","부산광역시","금정구","부곡제4동","98","77","129","5","27.15","35","13","0.53"
"2641060000","부산광역시","금정구","장전제1동","98","77","129","5","13.96","35","14","4.8"
"2641061000","부산광역시","금정구","장전제2동","98","77","129","5","3.76","35","13","21.11"
"2641063500","부산광역시","금정구","선두구동","98","78","129","6","56.15","35","17","42.75"
"2641066500","부산광역시","금정구","청룡노포동","98","78","129","5","31.4","35","16","19.38"
"2641067000","부산광역시","금정구","남산동","98","78","129","5","40.64","35","16","6.8"
"2641068000","부산광역시","금정구","구서제1동","98","77","129","5","21.23","35","14","31.17"
"2641069000","부산광역시","금정구","구서제2동","98","77","129","5","34.4","35","15","7.5"
"2641070000","부산광역시","금정구","금성동","97","77","129","3","30.03","35","14","50.11"
"2644000000","부산광역시","강서구","","96","76","128","58","58.47","35","12","32.99"
"2644051000","부산광역시","강서구","대저1동","96","76","128","58","58.28","35","12","41.02"
"2644052000","부산광역시","강서구","대저2동","96","76","128","57","31.32","35","10","31.42"
"2644053000","부산광역시","강서구","강동동","95","76","128","56","15.03","35","12","41.27"
"2644053500","부산광역시","강서구","명지1동","95","74","128","55","35.4071999","35","6","29.1276"
"2644054500","부산광역시","강서구","명지2동","95","74","128","53","59.1287999","35","5","4.5131999"
"2644055000","부산광역시","강서구","가락동","95","76","128","54","14.67","35","11","35.94"
"2644056000","부산광역시","강서구","녹산동","94","74","128","51","38.91","35","7","24.47"
"2644058000","부산광역시","강서구","가덕도동","93","73","128","48","50.52","35","3","9.42"
"2647000000","부산광역시","연제구","","98","76","129","4","55.47","35","10","23.47"
"2647061000","부산광역시","연제구","거제제1동","98","76","129","4","58.88","35","11","30.19"
"2647062000","부산광역시","연제구","거제제2동","98","76","129","4","21.15","35","11","4.46"
"2647063000","부산광역시","연제구","거제제3동","98","76","129","4","31.11","35","10","51.72"
"2647064000","부산광역시","연제구","거제제4동","98","76","129","4","12.08","35","10","34.07"
"2647065000","부산광역시","연제구","연산제1동","98","76","129","5","37.84","35","11","9.16"
"2647066000","부산광역시","연제구","연산제2동","98","76","129","4","53.67","35","10","36.6"
"2647067000","부산광역시","연제구","연산제3동","98","76","129","5","47.44","35","10","12.97"
"2647068000","부산광역시","연제구","연산제4동","98","76","129","5","13.76","35","10","59.58"
"2647069000","부산광역시","연제구","연산제5동","98","76","129","4","42.08","35","10","53.11"
"2647070000","부산광역시","연제구","연산제6동","98","76","129","5","16.59","35","10","32.78"
"2647072000","부산광역시","연제구","연산제8동","98","76","129","6","12.0","35","11","2.52"
"2647073000","부산광역시","연제구","연산제9동","98","76","129","6","25.91","35","11","7.97"
"2650000000","부산광역시","수영구","","99","75","129","6","55.35","35","8","32.88"
"2650066000","부산광역시","수영구","남천제1동","99","75","129","6","45.35","35","8","22.47"
"2650067000","부산광역시","수영구","남천제2동","99","75","129","7","1.15","35","8","26.71"
"2650073000","부산광역시","수영구","수영동","99","76","129","7","5.84","35","10","2.49"
"2650074000","부산광역시","수영구","망미제1동","98","76","129","6","11.67","35","10","16.88"
"2650075000","부산광역시","수영구","망미제2동","99","76","129","7","3.15","35","10","19.75"
"2650076000","부산광역시","수영구","광안제1동","99","75","129","6","53.03","35","9","35.52"
"2650077000","부산광역시","수영구","광안제2동","99","75","129","6","53.52","35","9","2.44"
"2650078000","부산광역시","수영구","광안제3동","99","75","129","6","57.08","35","9","53.36"
"2650079000","부산광역시","수영구","광안제4동","99","75","129","6","49.2","35","9","7.08"
"2650080000","부산광역시","수영구","민락동","99","75","129","7","39.64","35","9","15.0"
"2653000000","부산광역시","사상구","","96","75","128","59","36.0","35","8","58.08"
"2653058000","부산광역시","사상구","삼락동","96","76","128","58","47.88","35","10","26.02"
"2653059100","부산광역시","사상구","모라제1동","96","76","128","59","22.88","35","11","4.33"
"2653059300","부산광역시","사상구","모라제3동","96","76","128","59","54.0","35","10","53.61"
"2653060000","부산광역시","사상구","덕포제1동","96","75","128","59","7.91","35","10","2.22"
"2653061000","부산광역시","사상구","덕포제2동","96","76","128","59","6.64","35","10","16.97"
"2653062000","부산광역시","사상구","괘법동","96","75","128","59","22.0","35","9","38.42"
"2653064500","부산광역시","사상구","감전동","96","75","128","58","54.15","35","9","4.44"
"2653065000","부산광역시","사상구","주례제1동","97","75","129","0","0.52","35","8","55.03"
"2653066000","부산광역시","사상구","주례제2동","97","75","129","0","45.84","35","8","49.16"
"2653066100","부산광역시","사상구","주례제3동","97","75","129","0","13.4","35","8","39.44"
"2653067000","부산광역시","사상구","학장동","96","75","128","59","22.84","35","8","27.57"
"2653068000","부산광역시","사상구","엄궁동","96","75","128","58","28.0","35","7","32.16"
"2671000000","부산광역시","기장군","","100","77","129","13","28.11","35","14","28.86"
"2671025000","부산광역시","기장군","기장읍","100","77","129","13","5.44","35","14","8.17"
"2671025300","부산광역시","기장군","장안읍","101","79","129","14","46.64","35","18","38.53"
"2671025600","부산광역시","기장군","정관읍","100","79","129","10","57.64","35","19","20.55"
"2671031000","부산광역시","기장군","일광면","101","78","129","14","4.71","35","15","39.13"
"2671033000","부산광역시","기장군","철마면","99","78","129","9","7.28","35","16","19.91"
"2700000000","대구광역시","","","89","90","128","36","12.79","35","52","6.75"
"2711000000","대구광역시","중구","","89","90","128","36","30.23","35","51","58.63"
"2711051700","대구광역시","중구","동인동","89","91","128","36","32.87","35","52","4.46"
"2711054500","대구광역시","중구","삼덕동","89","90","128","36","40.2","35","51","45.27"
"2711056500","대구광역시","중구","성내1동","89","90","128","36","1.28","35","51","58.5"
"2711057500","대구광역시","중구","성내2동","89","90","128","35","33.44","35","51","55.25"
"2711058500","대구광역시","중구","성내3동","89","90","128","35","16.59","35","52","10.6"
"2711059500","대구광역시","중구","대신동","89","90","128","34","46.0","35","51","47.53"
"2711064000","대구광역시","중구","남산1동","89","90","128","35","33.52","35","51","23.02"
"2711065000","대구광역시","중구","남산2동","89","90","128","35","30.32","35","51","39.82"
"2711066000","대구광역시","중구","남산3동","89","90","128","35","13.91","35","51","23.52"
"2711067000","대구광역시","중구","남산4동","89","90","128","34","57.79","35","51","18.86"
"2711068000","대구광역시","중구","대봉1동","89","90","128","36","23.67","35","51","31.22"
"2711069000","대구광역시","중구","대봉2동","89","90","128","36","7.03","35","51","18.74"
"2714000000","대구광역시","동구","","90","91","128","38","15.76","35","53","1.02"
"2714051000","대구광역시","동구","신암1동","89","91","128","37","6.79","35","52","52.6"
"2714052000","대구광역시","동구","신암2동","89","91","128","36","59.52","35","52","35.14"
"2714053000","대구광역시","동구","신암3동","89","91","128","37","31.35","35","52","35.86"
"2714054000","대구광역시","동구","신암4동","89","91","128","37","53.44","35","52","55.55"
"2714054100","대구광역시","동구","신암5동","89","91","128","38","6.88","35","53","12.21"
"2714055500","대구광역시","동구","신천1.2동","89","90","128","37","0.47","35","52","1.63"
"2714057000","대구광역시","동구","신천3동","89","91","128","37","33.23","35","52","20.16"
"2714058000","대구광역시","동구","신천4동","89","90","128","37","53.35","35","52","7.63"
"2714059000","대구광역시","동구","효목1동","90","91","128","38","50.88","35","52","41.36"
"2714060000","대구광역시","동구","효목2동","90","91","128","38","25.52","35","52","28.69"
"2714061500","대구광역시","동구","도평동","90","91","128","39","21.55","35","54","28.55"
"2714062000","대구광역시","동구","불로.봉무동","90","91","128","38","29.84","35","54","26.22"
"2714064000","대구광역시","동구","지저동","90","91","128","38","25.64","35","53","26.63"
"2714065500","대구광역시","동구","동촌동","90","91","128","39","6.84","35","53","2.0"
"2714067000","대구광역시","동구","방촌동","90","91","128","40","2.91","35","52","37.5"
"2714068500","대구광역시","동구","해안동","90","91","128","41","3.59","35","53","31.89"
"2714072000","대구광역시","동구","안심1동","91","90","128","42","15.59","35","52","2.58"
"2714073000","대구광역시","동구","안심2동","90","91","128","41","21.35","35","52","20.77"
"2714074200","대구광역시","동구","안심3동","91","91","128","43","20.74620","35","52","4.32624"
"2714074700","대구광역시","동구","안심4동","91","91","128","42","39.76560","35","52","12.37800"
"2714075500","대구광역시","동구","혁신동","91","91","128","42","39.51648","35","52","46.91712"
"2714076000","대구광역시","동구","공산동","90","92","128","38","47.28","35","56","14.0"
"2717000000","대구광역시","서구","","88","90","128","33","41.08","35","52","7.66"
"2717051000","대구광역시","서구","내당1동","88","90","128","33","46.67","35","51","27.63"
"2717052500","대구광역시","서구","내당2.3동","88","90","128","34","36.08","35","51","51.42"
"2717054000","대구광역시","서구","내당4동","88","90","128","33","13.71","35","51","27.96"
"2717055000","대구광역시","서구","비산1동","88","91","128","34","16.47","35","52","41.49"
"2717056500","대구광역시","서구","비산2.3동","88","91","128","34","37.11","35","52","21.8"
"2717058000","대구광역시","서구","비산4동","88","90","128","34","34.67","35","52","0.42"
"2717059000","대구광역시","서구","비산5동","88","91","128","34","18.64","35","53","0.16"
"2717060000","대구광역시","서구","비산6동","88","91","128","34","16.79","35","52","24.0"
"2717061000","대구광역시","서구","비산7동","88","91","128","33","20.67","35","53","6.13"
"2717062000","대구광역시","서구","평리1동","88","91","128","33","55.76","35","52","21.38"
"2717063000","대구광역시","서구","평리2동","88","90","128","33","57.47","35","52","5.75"
"2717064000","대구광역시","서구","평리3동","88","91","128","33","48.67","35","52","22.38"
"2717065000","대구광역시","서구","평리4동","88","90","128","33","32.0","35","51","51.64"
"2717066000","대구광역시","서구","평리5동","88","90","128","33","3.44","35","52","14.88"
"2717066100","대구광역시","서구","평리6동","88","91","128","33","1.2","35","52","20.07"
"2717067500","대구광역시","서구","상중이동","88","90","128","32","47.32","35","51","53.94"
"2717069500","대구광역시","서구","원대동","88","91","128","34","35.84","35","53","1.63"
"2720000000","대구광역시","남구","","89","90","128","35","59.28","35","50","34.72"
"2720051500","대구광역시","남구","이천동","89","90","128","36","6.0","35","51","2.57"
"2720053000","대구광역시","남구","봉덕1동","89","90","128","36","0.4","35","50","33.25"
"2720054000","대구광역시","남구","봉덕2동","89","90","128","36","11.84","35","50","27.08"
"2720055000","대구광역시","남구","봉덕3동","89","90","128","36","1.67","35","50","19.3"
"2720056000","대구광역시","남구","대명1동","89","90","128","34","44.84","35","50","14.21"
"2720057100","대구광역시","남구","대명2동","89","90","128","35","19.96","35","51","8.3"
"2720058600","대구광역시","남구","대명3동","89","90","128","34","52.76","35","50","57.71"
"2720059000","대구광역시","남구","대명4동","88","90","128","34","28.4","35","50","41.83"
"2720060000","대구광역시","남구","대명5동","89","90","128","35","23.96","35","50","24.94"
"2720061000","대구광역시","남구","대명6동","88","90","128","34","4.96","35","49","55.53"
"2720064000","대구광역시","남구","대명9동","89","90","128","34","53.03","35","50","3.38"
"2720065000","대구광역시","남구","대명10동","88","90","128","34","16.28","35","50","13.38"
"2720066000","대구광역시","남구","대명11동","88","90","128","33","45.55","35","49","59.39"
"2723000000","대구광역시","북구","","89","91","128","35","6.08","35","52","57.72"
"2723051000","대구광역시","북구","고성동","89","91","128","35","8.96","35","52","44.22"
"2723052600","대구광역시","북구","칠성동","89","91","128","36","7.59","35","52","34.36"
"2723055000","대구광역시","북구","침산1동","89","91","128","35","0.2","35","53","14.55"
"2723056000","대구광역시","북구","침산2동","89","91","128","35","57.03","35","53","3.38"
"2723057000","대구광역시","북구","침산3동","89","91","128","35","29.59","35","53","20.92"
"2723061000","대구광역시","북구","산격1동","89","91","128","35","48.88","35","53","22.75"
"2723062000","대구광역시","북구","산격2동","89","91","128","36","41.35","35","53","55.36"
"2723063000","대구광역시","북구","산격3동","89","91","128","36","37.79","35","53","25.91"
"2723063100","대구광역시","북구","산격4동","89","91","128","36","23.11","35","53","21.5"
"2723064500","대구광역시","북구","대현동","89","91","128","36","20.99","35","52","55.86"
"2723067100","대구광역시","북구","복현1동","89","91","128","37","14.71","35","53","26.66"
"2723067200","대구광역시","북구","복현2동","89","91","128","37","39.59","35","53","32.77"
"2723068000","대구광역시","북구","검단동","89","91","128","37","45.84","35","54","37.64"
"2723069500","대구광역시","북구","무태조야동","89","92","128","35","57.84","35","55","5.86"
"2723071500","대구광역시","북구","관문동","88","91","128","32","39.76","35","53","55.22"
"2723072500","대구광역시","북구","태전1동","88","92","128","32","44.88","35","55","14.6"
"2723073500","대구광역시","북구","태전2동","88","92","128","33","3.64","35","55","6.71"
"2723074500","대구광역시","북구","구암동","88","92","128","34","17.91","35","56","14.53"
"2723075000","대구광역시","북구","관음동","88","92","128","32","58.67","35","56","28.94"
"2723077000","대구광역시","북구","읍내동","88","92","128","33","11.08","35","56","33.42"
"2723078000","대구광역시","북구","동천동","88","92","128","33","27.84","35","56","24.44"
"2723079000","대구광역시","북구","노원동","89","91","0","0","0.0","0","0","0.0"
"2723080000","대구광역시","북구","국우동","88","92","0","0","0.0","0","0","0.0"
"2726000000","대구광역시","수성구","","89","90","128","37","58.32","35","51","18.75"
"2726051000","대구광역시","수성구","범어1동","89","90","128","37","27.4","35","51","9.0"
"2726052000","대구광역시","수성구","범어2동","89","90","128","38","0.71","35","51","25.61"
"2726053000","대구광역시","수성구","범어3동","89","90","128","37","12.32","35","51","47.39"
"2726054000","대구광역시","수성구","범어4동","90","90","128","38","36.52","35","51","18.53"
"2726055000","대구광역시","수성구","만촌1동","90","91","128","38","56.79","35","52","11.69"
"2726056000","대구광역시","수성구","만촌2동","90","90","128","38","57.91","35","51","24.83"
"2726056100","대구광역시","수성구","만촌3동","90","90","128","39","9.79","35","51","9.02"
"2726057000","대구광역시","수성구","수성1가동","89","90","128","36","46.44","35","51","12.22"
"2726058000","대구광역시","수성구","수성2.3가동","89","90","128","37","16.84","35","51","10.03"
"2726059000","대구광역시","수성구","수성4가동","89","90","128","37","7.91","35","51","34.86"
"2726060100","대구광역시","수성구","황금1동","90","90","128","38","25.52","35","50","27.46"
"2726060200","대구광역시","수성구","황금2동","89","90","128","37","38.79","35","50","18.8"
"2726061000","대구광역시","수성구","중동","89","90","128","37","2.0","35","50","39.85"
"2726062000","대구광역시","수성구","상동","89","90","128","37","3.44","35","49","44.97"
"2726063000","대구광역시","수성구","파동","89","89","128","37","2.32","35","48","44.8"
"2726064000","대구광역시","수성구","두산동","89","90","128","37","22.11","35","49","34.86"
"2726065100","대구광역시","수성구","지산1동","90","89","128","38","21.67","35","49","18.8"
"2726065200","대구광역시","수성구","지산2동","89","89","128","37","48.91","35","49","12.5"
"2726066100","대구광역시","수성구","범물1동","90","89","128","38","53.47","35","48","53.36"
"2726066200","대구광역시","수성구","범물2동","90","89","128","38","44.44","35","48","52.63"
"2726067000","대구광역시","수성구","고산1동","91","90","128","42","52.71","35","50","2.91"
"2726068000","대구광역시","수성구","고산2동","91","90","128","41","50.44","35","50","25.25"
"2726069000","대구광역시","수성구","고산3동","91","90","128","42","32.08","35","50","28.58"
"2729000000","대구광역시","달서구","","88","90","128","32","6.23","35","49","36.94"
"2729051500","대구광역시","달서구","성당동","88","90","128","32","58.43","35","50","34.59"
"2729053500","대구광역시","달서구","두류1.2동","89","90","128","34","19.91","35","51","20.5"
"2729055000","대구광역시","달서구","두류3동","88","90","128","33","27.52","35","51","2.57"
"2729055500","대구광역시","달서구","감삼동","88","90","128","32","39.76","35","50","53.05"
"2729056300","대구광역시","달서구","죽전동","88","90","128","32","31.2","35","51","10.22"
"2729056800","대구광역시","달서구","장기동","88","90","128","31","55.84","35","50","25.41"
"2729057100","대구광역시","달서구","용산1동","88","90","128","32","0.76","35","51","13.38"
"2729057200","대구광역시","달서구","용산2동","88","90","128","31","30.55","35","51","19.58"
"2729057600","대구광역시","달서구","이곡1동","87","90","128","30","46.08","35","50","55.32"
"2729057700","대구광역시","달서구","이곡2동","87","90","128","30","11.15","35","51","10.17"
"2729058500","대구광역시","달서구","신당동","87","90","128","30","3.76","35","51","21.72"
"2729059000","대구광역시","달서구","본리동","88","90","128","32","23.47","35","50","20.86"
"2729060100","대구광역시","달서구","월성1동","88","89","128","31","30.64","35","48","59.94"
"2729060200","대구광역시","달서구","월성2동","88","90","128","31","49.79","35","49","40.64"
"2729061500","대구광역시","달서구","진천동","88","89","128","31","36.03","35","48","43.92"
"2729061700","대구광역시","달서구","유천동","87","89","128","30","50.44569","35","49","2.17605"
"2729062400","대구광역시","달서구","상인1동","88","89","128","32","49.91","35","48","40.52"
"2729062500","대구광역시","달서구","상인2동","88","89","128","32","18.67","35","48","34.35"
"2729062600","대구광역시","달서구","상인3동","88","89","128","33","8.71","35","48","25.52"
"2729062800","대구광역시","달서구","도원동","88","89","128","32","3.84","35","48","16.08"
"2729063000","대구광역시","달서구","송현1동","88","90","128","33","20.23","35","49","34.97"
"2729064000","대구광역시","달서구","송현2동","88","90","128","32","52.15","35","49","47.41"
"2729065000","대구광역시","달서구","본동","88","90","128","32","35.84","35","49","53.35"
"2771000000","대구광역시","달성군","","86","88","128","25","59.79","35","46","18.05"
"2771025000","대구광역시","달성군","화원읍","87","89","128","30","11.0","35","48","4.02"
"2771025300","대구광역시","달성군","논공읍","86","88","128","25","21.2","35","46","15.96"
"2771025600","대구광역시","달성군","다사읍","86","90","128","27","22.23","35","51","31.8"
"2771025900","대구광역시","달성군","유가읍","87","87","128","27","35.1828","35","41","37.9536"
"2771026200","대구광역시","달성군","옥포읍","87","89","128","27","57.52","35","47","11.91"
"2771026500","대구광역시","달성군","현풍읍","86","87","128","26","59.23","35","41","39.53"
"2771031000","대구광역시","달성군","가창면","89","89","128","37","28.88","35","47","59.39"
"2771033000","대구광역시","달성군","하빈면","86","91","128","26","51.76","35","53","52.6"
"2771038000","대구광역시","달성군","구지면","86","86","128","24","56.4","35","39","20.75"
"2800000000","인천광역시","","","55","124","126","42","26.47","37","27","11.64"
"2811000000","인천광역시","중구","","54","125","126","37","24.84","37","28","15.36"
"2811052000","인천광역시","중구","연안동","53","124","126","36","23.76","37","27","1.51"
"2811053000","인천광역시","중구","신포동","54","125","126","37","37.76","37","28","3.2"
"2811054000","인천광역시","중구","신흥동","54","124","126","38","10.15","37","27","53.54"
"2811056000","인천광역시","중구","도원동","54","124","126","38","23.91","37","27","55.1"
"2811057000","인천광역시","중구","율목동","54","124","126","38","16.64","37","27","59.26"
"2811058500","인천광역시","중구","동인천동","54","125","126","37","52.0","37","28","26.57"
"2811061500","인천광역시","중구","개항동","54","125","126","37","14.47","37","28","21.2"
"2811062000","인천광역시","중구","영종동","52","125","126","31","58.79","37","29","26.69"
"2811062200","인천광역시","중구","영종1동","53","125","126","33","15.2423999","37","29","24.57"
"2811062800","인천광역시","중구","운서동","51","125","126","29","18.25","37","29","36.21"
"2811063000","인천광역시","중구","용유동","50","124","126","24","16.11","37","26","27.85"
"2814000000","인천광역시","동구","","54","125","126","38","43.32","37","28","15.73"
"2814051000","인천광역시","동구","만석동","54","125","126","37","39.11","37","28","49.6"
"2814052500","인천광역시","동구","화수1.화평동","54","125","126","37","55.03","37","28","43.45"
"2814053000","인천광역시","동구","화수2동","54","125","126","37","56.0","37","28","53.69"
"2814055500","인천광역시","동구","송현1.2동","54","125","126","38","21.08","37","28","24.11"
"2814057000","인천광역시","동구","송현3동","54","125","126","38","41.0","37","28","46.26"
"2814058000","인천광역시","동구","송림1동","54","125","126","38","32.4","37","28","24.54"
"2814059000","인천광역시","동구","송림2동","54","125","126","38","41.03","37","28","22.89"
"2814060500","인천광역시","동구","송림3.5동","54","125","126","38","54.96","37","28","12.42"
"2814061000","인천광역시","동구","송림4동","54","125","126","39","7.28","37","28","31.66"
"2814063000","인천광역시","동구","송림6동","54","125","126","39","0.11","37","28","28.39"
"2814064000","인천광역시","동구","금창동","54","125","126","38","31.0","37","28","11.2"
"2817700000","인천광역시","미추홀구","","54","124","126","39","9.67","37","27","38.45"
"2817751000","인천광역시","미추홀구","숭의2동","54","124","126","38","57.52","37","27","36.91"
"2817752000","인천광역시","미추홀구","숭의1.3동","54","125","0","0","0.0","0","0","0.0"
"2817753000","인천광역시","미추홀구","숭의4동","54","124","126","39","40.47","37","27","43.36"
"2817754000","인천광역시","미추홀구","용현1.4동","54","124","0","0","0.0","0","0","0.0"
"2817755000","인천광역시","미추홀구","용현2동","54","124","126","38","51.11","37","27","8.36"
"2817756000","인천광역시","미추홀구","용현3동","54","124","126","39","14.28","37","27","14.07"
"2817757000","인천광역시","미추홀구","용현5동","54","124","126","38","32.71","37","26","58.97"
"2817758000","인천광역시","미추홀구","학익1동","54","124","126","39","58.44","37","26","13.5"
"2817759000","인천광역시","미추홀구","학익2동","55","124","126","40","10.23","37","26","37.57"
"2817760000","인천광역시","미추홀구","도화1동","55","124","126","40","33.23","37","27","29.16"
"2817761000","인천광역시","미추홀구","도화2.3동","54","125","0","0","0.0","0","0","0.0"
"2817762000","인천광역시","미추홀구","주안1동","55","124","126","40","43.32","37","27","39.54"
"2817763000","인천광역시","미추홀구","주안2동","55","124","126","40","29.11","37","27","6.89"
"2817764000","인천광역시","미추홀구","주안3동","55","124","126","40","34.0","37","26","31.51"
"2817765000","인천광역시","미추홀구","주안4동","55","124","126","41","32.52","37","27","8.26"
"2817766000","인천광역시","미추홀구","주안5동","55","124","126","41","20.79","37","27","47.05"
"2817767000","인천광역시","미추홀구","주안6동","55","124","126","41","29.4","37","27","34.77"
"2817768000","인천광역시","미추홀구","주안7동","55","124","126","40","46.96","37","26","44.32"
"2817769000","인천광역시","미추홀구","주안8동","55","124","126","41","29.11","37","26","48.57"
"2817770000","인천광역시","미추홀구","관교동","55","124","126","41","56.08","37","26","29.1"
"2817771000","인천광역시","미추홀구","문학동","55","124","126","41","13.55","37","26","5.57"
"2818500000","인천광역시","연수구","","55","123","126","40","49.59","37","24","25.64"
"2818563000","인천광역시","연수구","옥련1동","54","124","126","39","25.71","37","25","28.32"
"2818564000","인천광역시","연수구","옥련2동","54","124","126","39","1.03","37","25","24.6"
"2818575000","인천광역시","연수구","선학동","55","123","126","42","12.35","37","25","10.89"
"2818576100","인천광역시","연수구","연수1동","55","123","126","41","1.35","37","25","9.77"
"2818576200","인천광역시","연수구","연수2동","55","123","126","41","2.32","37","24","31.94"
"2818576300","인천광역시","연수구","연수3동","55","123","126","41","38.96","37","24","59.76"
"2818576600","인천광역시","연수구","청학동","55","124","126","40","5.59","37","25","19.92"
"2818578000","인천광역시","연수구","동춘1동","55","123","126","40","22.47","37","24","24.66"
"2818579000","인천광역시","연수구","동춘2동","55","123","126","40","16.91","37","23","59.7"
"2818579500","인천광역시","연수구","동춘3동","55","123","126","40","49.32","37","24","20.25"
"2818582000","인천광역시","연수구","송도1동","54","123","126","39","7.5","37","23","27.81"
"2818583000","인천광역시","연수구","송도2동","54","123","126","38","29.9","37","24","11.81"
"2818584000","인천광역시","연수구","송도3동","54","123","126","39","48.12","37","22","54.02"
"2818585000","인천광역시","연수구","송도4동","54","123","126","38","5.74","37","23","17.19"
"2818586000","인천광역시","연수구","송도5동","54","123","126","37","23.63160","37","24","50.18760"
"2820000000","인천광역시","남동구","","56","124","126","44","1.67","37","26","40.27"
"2820051000","인천광역시","남동구","구월1동","55","124","126","42","49.23","37","26","58.57"
"2820052000","인천광역시","남동구","구월2동","55","124","126","42","55.52","37","27","11.75"
"2820052100","인천광역시","남동구","구월3동","55","124","126","41","56.52","37","26","59.67"
"2820052200","인천광역시","남동구","구월4동","56","124","126","43","34.35","37","26","48.5"
